sentence	lable
ock Bilsten heww iek ne nannt , dai Peele im Siuerland , un Attendorn präis ‘ k sau geren , do kriupet ey daip rint ’ r Eeren .	0
Natiuer	0
Strîtwagens betrock hei ut Ägypten .	0
Sterlau is , as ik Di ok schreben heff , en prächtigen jungen Mann !	1
denn wenn ik mal togriep , mutt Lena mit. «	1
lao di dat seggen : wann du diäm Häären fröches , dao freuet hei siëck mäh drüöwer as üöwwer dat beste Opfer .	0
niu sall se ne wuahl friäten , iek meine , de Sunne diän Schnai , da ’ ve diän Winter konnt vergiätten , da ’ ve konnt denken an ‘ n Mai .	0
owwer de Stock van Aaron hiät all dei Schlangen van diän Ägyptern op'efriätten .	0
hä grappschere ne sick un stoppere ne hastig unner sine fluëdderige Joppe .	0
» Geld kriggt he narms meer , de Hoff is hoch verschüldt – he mutt sach den Kraam verlopen. «	1
sind dat Aue Kinger ?	0
borümme hett iëhrt diän silwernen Biäcker 'estuohlen , ut diäm min Häär drinket , un ut diäm hei dei Taukumpft wicket ?	0
wiet un grout iahr Mul met langen , häßliéken Tiahnen , Lange Niale an Hängen un Faiten un hingen éin langer Stêrt an dian Rüggen ânsatt , souwat Awschöiliéket häww ' iék Nit im Liawen je seihn !	0
do wor et Reineken wiér Éin ' n Düt lichter ümt Hiart ' , hei huap 're glückliéken Utgang ; Fortens brucht hei dian Raum , dei iahm vergönnt was , un sagte : Spiritus Domini helpe mi nu !	0
iëck bränge iät in das Land van diän Kanaanitern , Hetitern , Amoritern , Perisitern , Hiwitern und Jebusitern .	0
hei well , dat iëhrt iëhme de Ähre daut un fröchet. « Dat Volk bläif wîtaf staohn .	0
» Hest Du wat von Leutnant Sterlau seen oder höört ? « froog se hastig .	1
( Dat hett op düütsch : Riß . )	0
as dei Trûertid owwer rüm was , leit David sei tau siëck in sinen Palast huolen un bestarre siëck met iëhr .	0
un Wulf füör sine Persaun ha ' keine Nuppen , olle Wunnen wiër opteriten .	0
dei was fifftig Meter langk , fifentwüntig Meter bräit un fifftiënn Meter houge .	0
se fanget ́ne im Bearge .	0
Samuel ! « De Junge antwuorrere : » Spriäck , Häär , din Knecht häört tau. « Un de Häär sprâk tau Samuel : » Süh , iëck well wat daun in Israel .	0
so weren de Harten woll daldrückt , aver en still Höpen glöös ünner de Asch un bleev lebennig .	1
du löss sei te Stäin wääën , dat din Volk vüörbîtrecken kann , dat Volk , dat du di ut'esocht hiäs as din Äigendûm .	0
Tyge Boysen keem doch recht langsam un stief hindal von den Wagen , de em von Wrist haalt harr .	1
» Mi is bang , ik bünn eer to oolt « , see he toletzt .	1
wenn mien Oom dat wüß , in 't Sarg waar he sik ümdrein !	1
am Elwe-Auwer , bo ' k at Blage an ' e Hand van Mouder leip .	0
wat weer de lütt Daam glücklich , wat harr se dat hild , alle Bedenken un Sorgen , de Maria noch bang maken , wegtoblasen mit Lachen un lustigen Snack .	1
blot de ol Moder bleev lang alleen na , ok so ' n Heldengestalt , allmählig jümmer eernsthafter un krökeliger .	1
schaff't mi Huénig , un wann iék ouk dovan nit sâtt were .	0
houpenwise Mord un Doutschlağğ .	0
Düüwelskutsche	0
un batt ugg gefallen dobyi dann wiärt : yi sind doh willkummen , yi wiärt doh geehrt .	0
dao leit hei dei Öllesten vam Stamme Benjamin vüörtrîen .	0
de junge , pricke Jiäger Verlät all frauh seyn Liäger , Niem ’ t Flinte , Stock un Taske , En Froihstück un ne Flaske , Gäiht still düar Häit un Fluren , D ’ m Wilde opteluren .	0
Alleemasch !	0
he weer bannig spaßhaft !	1
– Wei loawet un siägnet nit solke brave Weerde ! ?	0
hoi was et nit .	0
de Wirtschaft heet , dat köönt – Korl Hansen harr den Hamborgschen Dialekt heel bald öwernahm ' n – dat köönt Se sülmst boben de Dör lesen » Zum Leviathan « , verstohn Se ?	1
en Bagger rücket ân met Macht un 'ne Kiëtte wätt ümm dat Dagg nu laggt !	0
tööf , Di will ik Semp op ' n Titt smeren !	1
owwer dei Süöhne van Eli wäären rüeckluose Käels , dei makeren siëck nicks ut diäm Häären .	0
un he harr Glück !	1
dat maket siék de Klasse löüter te Nutze , gaffte falske Antworten , ümme de Lehrske te teärgen , äk ümme de Stunne afftekeärten .	0
de beste Stuv kreeg hüt ok en veerte Sprak to hören .	1
» Dat is he , kost ok en smuck Stück Geld ! « lach de Oolsch vergnöögt .	1
dao sprak Guott met Noah un saġġe : » Noah , nu gaoh dao ut diäm Kassen rut , du un din Wîf , dine Süöhne un diän iëhre Wîwer , iëhrt all tehoupe .	0
wenn he so duknackt up den klapperigen Blockwagen sitt , de all wat bucklahm is un in tein Jahr keen Ölfarv mehr sehn hett , mutt man glöven , dat he keen fiev tellen kann .	1
un darbi geev se mi en weeke warme Hand .	1
Jehu ruottet dei Famillge van Ahab ut	0
se hett nit in Berlin und Dresden wuënnt .	0
as dai dem Jungen sin Küern höart , wert ́e giftig un siet : „ Junge , di sall doch de Vaar lusen ! “ un dann gäit ́e me med der Swieppe üm de Bänne , ase de Büeker ümmet Fatt .	0
un hei traktäiere se met Kauken un Wîn , un sei leiten siëck dat ouk guët schmaken .	0
du owwer , sin Suohn Belschazzar , di was dat alles bewiëtten un trotzdiäm hiäs du Guott nit dei Ähre 'gafft .	0
hai peck in de Tasche un gaffte Hiärmen en Groschen .	0
mank schoinet Land wuoll deit me prëisen In Wort un Laid , in Red ’ un Klang ; Ik obber well Ink es bewëisen Dat ouk diäm Souerland hört en Sang .	0
lat uns mal den Roggen besehn , segg ik , ob he god dör ' n Winter kamen is .	1
Anton lachte imme Finster un kuckere in de Giegend .	0
iék häwwe noch viéles Vandag te daun !	0
iek heww´et fake funnen bui ollen Luien .	0
dei annern wäören souwisou verluorn .	0
dat slag in sin Geschäft , mit Smölten un Löden harr he to don , un vært Geschäft weern se ok mal vun en fröhern Kanngeter anschafft , as dat noch wat afsmeet un inbroch .	1
se jachteren terdiäl stracks in de glöggene Sunne .	0
Achtiënndousend mochen stiärwen .	0
aver Klaas leet ni locker , klopp mit dat Meß op ' n Disch un grööl : » De Botter her , Deern ! «	1
Eli freiğ : » Wat hiät de Härr di 'esağğt ?	0
owwer nicks van Heine un Brecht .	0
an düisem Dage geng un geng nix veärran un de Pastauer siét duernd : „ Vorwärts - vorwärts “ .	0
waarn darför nich op 't allerbest sien riken Öllern sorgen ?	1
Wei mag an Auem Huawe siék fingen , Wann dei Röiwer dei Strôte beliét un alle beschädig't ?	0
de Fisikus meen , se kunn sach dre bet veer Stunnen darin legen hebben , ganz genau weer 't ni to seggen .	1
de Buurvaagt nück .	1
allens singt Dien Loff , allens löppt di na , Buurvaagt un Schoolmeister , Leutnant un Burß , allens , as weerst en ool Teef !	1
dar slapen , wo mien Oom ... ! « He sloog de Hannen för 't Gesicht un schüdd sik .	1
blous Jotam , was sin jüngksten Brouër was , dää kam mit diäm Liäwen daovan , will dat hei siëck verhäuët harre .	0
so driewet dat Geld met der Welt sienen Schnack , un beföärdert dem Eegenutz-Düwel sienen Spauk .	0
goh diu mol hey hine liegen un lot mik hinnen in ’ t Berre , ik hewwe all twäimol wat kriegen. “ Ase niu tem drüddenmol de Balgerey lausgenk , do fenk de Vatter aan : „ Sau , dütmol sall de Hingeste wat d ’ rvüar hewwen. “ Dobey versuahlere ne , dätte bloe Streypeln kräig .	0
» Enerlei , de Kööm is goot ! « He haal mal hooch Aten .	1
nu kanns ' e seihn , bo du bliss , du Doutschliäger !	0
un datt Hährnchen soch hinger em her un kunn et choarnitt chlöiben .	0
dat maakt Indruck !	1
Klaas hett dat seker üm Di daan un dat goot meent , un darför ein utlümmeln ? «	1
» Na nu ? «	1
he harr so vel sammelt , heet dat , he kunn sik den eersten besten Burhof in Gammendörp oder Staberdörp kopen , de der ton Verkop apen keem .	1
is dat ni Hannes Holm ?	1
Chott wörd ett dij loarnen .	0
Paul schuul eer mal von de Siet an .	1
Gebruke dine Vollmachen un dau 'ne ouk Wagens met füör iëhre Wîwer un dei kleinen Blagen un besunners ouk füör inken Vâer , damit se quäme nao hî reisen konnt .	0
so gung de Tiet , se weer glücklich un tofreden op eer Aart , much ok ümmer in stillen höpen op de Hochtiet , de he eer in Utsicht stellt harr .	1
dat küärmet joa mangesten vöär op düärser Aären .	0
ganz besunners vergnöögt weer Persepter , de Gefallen finnen much an Leutnant Sterlau , de em von den schönen Rhein un sien Reis na Italien vertellen müß .	1
» Nee , dat weet ik ni gewiß. «	1
op äinmaol kam iëhme dao en jungen Löwen in de Mäute , dä was wane am bölken .	0
» Wenn ik en Paar Peer inspann , denn bruukst dat ni natoseen , dat kann ik noch ! «	1
Stoffer weer an dissen Abend besonners kandidel , denn ut den Wagenkasten klüng dat Leed von Rinaldo .	1
» Seen Se to , wat Se mi verspreekt , junge Mann !	1
he seeg verdreetlich ut Finster .	1
`` Kumm rin ! ''	0
» Kaam ik eben her ! « Denn vertell he von den Schaapstall un sien Noot .	1
de kann warrn , wat he schall , mientwegen ok de Kumpanion vun mien Söhn , denn ick will mi torüch trecken : kannst Du ok doon , un wi wüllt tosamen Kruschen angeln , dat is sekerer .	1
un dei Priesters , bekke die Bundeslade dröügen , bläiwen staohn im Dröügen mirren im Jordan .	0
lëck sât op mînem opgebockten Krad un holl mi , met dä linke Hand rümmeschlagend , dä Flaigen un Müggen vam Balge , dä us schîns opfriätten wollen .	0
iëck sîn duoch nit mäh as en dou'en Rüüen ! « De Küönig owwer reip Ziba , wat Saul sin Deiner 'ewiän was , un sağğe tiëger 'ne : » Alles , wat Saul un siner Famillge 'haort hiät , dat heww ' k ân MeribBaal , wat de Enkel van Saul es , retur 'egafft .	0
dat much so heeten !	1
een twe dre veer	1
30 , 1 – 13 At Rahel saoġ , dat Lea Kinger kräiġ un sei nit , dao wouë se schiälsöchtig un saġġe tiëger Jakob : » Dau diëck bemäuhen , dat iëck Kinger krîe , süss well ' k nit mäh länger liäwen. « Jakob gereit in de Bousheit un saġġe : » Häör es , wat kann iëck daofüör ?	0
hei harre van sinen Wîwern siëwenzig Süöhne .	0
he bütt eer Geld , en Mann – sinen smucken Kutscher ... «	1
hei woss in sine Opgawen rinn , betruggere väier Jaohrgänge in Relijaun un feilde sick at Gliëdd van dä hî taustännigen Kiärkengemeinde Hinkeln met diäm Pastauer Wilkes .	0
sau ’ n Düüwelskäärl liëwede auck üm dat Jaohr 1530 im Duorpe Ergeste an de Ruhr .	0
dao säğğen sine Lüü tiëger 'ne : » Dat es di duoch bewiëtten , dat en böüsen Gäist diëck häimseuket ?	0
leip min Vadder , sou leipen dei Rühens , sei folge'rn met Bliécken , Un hei schwerre viar Ang'st , un viélmols Lousung entfoll iahm : Lichter fung hei siék do , un sou entgong hei dian Fienden .	0
Däil 'ne in , Kâmer bi Kâmer , Stall bi Stall , un dann schmäier 'ne van binnen un buten met Piäck ân .	0
so lang man sund is , geit dat noch an , aver wenn man in so ' n ool dumpig Lock krank liggen mutt , warrt een grulich , dat man denkt , man liggt al in 't Graff. «	1
ne Bock kam verbey hey te rennen ; Doch dät hai grad swerre , wai well dät saihn können ?	0
inke Luther , as däi stuarwen is , dao hiät ne de Düwel sik faotens haalt .	0
dei Lüe Leipen ielig stiartend ut allen Strôten tehoupe , Denn sei glowten , et wör éin groutet Unglück ' passäirt ; Kamen un fungen iahn do , un eh ' hei siék iawen erklärde , Dat hei dian géistliéken Stand ergriepen wölle , sou was hei Van diar drängenden Menge sehrnoh tau Doue erschlahen .	0
se weren denn gnatterig un dull un sungen den Olen , de an de Spitz ganz komodig op sinen Brunen seet , allerhand Schelmleder vör , aver he keer sik ni daran un wüß woll , wat he dee .	1
do fong éist dei Beküemmernis ân : hei graw 're un sochte , Doch je länger hei scharrte , sou wiéniger fung hei .	0
wat weer Elsbe so mit achtein , twintig Jaren för ' n smucke Deern , vergnöögt un spaßig un beleevt bi Lütt un Groot !	1
he peddt sik nah den Salon rin .	1
dar hett he ok vertellt , dat he in Wien west is un dar op de Barrikaden sinen Mann staan hett .	1
O näi !	0
mööt dar twe Wiver von widen herkamen un dat ganze Dörp in Alarm bringen ! «	1
unsen Leutnant sien Vader hett en Dokter ut Altna verschroben , heff ik man höört. «	1
trurige Märe bräng ' iék viar Au , iék sin nit imstande , Viél te küeren viar Jomer un Ang'st , Iék fröchte , dat briék't mi Noch dat Hiart ' : sou jömerliék Ding begiégent ' mi vandag ' .	0
Ängstliék dachte Reineke nu : O , möcht ' iék in diésen Grouten Nöiten ganz fix wat glückliék Nigges ersinnen , Dat dei Küenig mi gnädig dat Liawen schenk 're un diése Grimmigen Fiende , dei drei , in Schaén un Schande gereiten !	0
un de Schöpkes op d ’ r Hauert bleert asse viär hundert Johren .	0
de Lüüd weren swiegsam , aver se langen goot to , un de Freud glinster eer ut de Ogen .	1
du wäss in gurrer Huoppnunge sîn un en Suohn op de Welt brängen .	0
at se dat miärkeren , dao käiken se siëck verwünnert ân .	0
achter em sleevt en Kerl dörch den Slammpamp , denn uns ' Weg ' weern damals noch bannig slech , en slanken Kerl mit ' n brunen Vullbart , den griesen Hot deep in de Ogen trocken .	1
» Na , in den Tostand kann 't mitto en lütten Schreck doon .	1
dei harren nicks verluorn un am Kriege met iëhrem Fabricksken en schöün Stücksken Geld verdeint , met Granaotendräägen un Patrounenmaken .	0
awer in Winter seet he inne Stuv un rich de Steilitschen af , un de Snee leeg buten op de Böm .	1
» Worüm ?	1
» Ja Du !	1
Kîk es , wat iëck hî in miner Hand hewwe !	0
» Krank ?	1
Henn Rickels lach luuthals op .	1
de Oldköper müß von dree up veer , von fiev up söß Daler stiegen .	1
» De nimmst Du nich ? « Paul wull in ' e Hööcht kamen , full aver trüch in ' n Stool .	1
do erhawt ' siék dei Küenig , hiarûttetrian : et stongen Alle tehoupe un warden op iahn .	0
ick maut maoll runner !	0
nu weer't all to Enn !	1
se sä mit Koppschütteln un deep Nadenken , as sprook se dat to sick sülbn : se harr nich dacht , dat se utenanner kam ' un blieben kunn ' vör en längere Tied as en paar Stünn oder en Dag .	1
Aütgereäknet am deäm Water verbey .	0
bolle dropp trock dei Küönigin met iëhrem Gefolge wîer retur in iëhr Land .	0
alles guett ?	0
Dierk nück langsam mit ' n Kopp .	1
at Guott miëck van tehäime in de Früömmde wannern leit , saġġe iëck tiëger iät : dat maus du mi teleiwe daun : üöwwerall dao , bo vî hiënküemmt , maus du seggen : dat es min Brouër. « Dao nahm Abimelech Schaope un Ringer , Knechte un Miägede un schonk se Abraham ; un Sara gaffe hei retur .	0
dao brummeren met äinem Maol twäi witt ângestriëckene LKW op us tau .	0
dar pußen se abends de Fasanen ut de Dannböm , un binn ' in den eenen Rucksack fünn ' sick ok Rehhaar .	1
in Brunskappel seyd kännmol wier sau viel Luie beyäin wiäst , ase op dün Dag .	0
do kam jedes Johr van d ’ r Haar hiär ne Mann , – ‘ t was de bekannte Propst Nüewel , – Dai nannte syek selwer „ D ’ n Biärler van Saust “ , Verstonk ok dät Biäreln nit üewel .	0
wokeen schall bi Noot un Elend wat doon , wenn de Riekdoom de Dören slutt ?	1
as de nächste Parad affholn weer , verurdeel de König den armen Stackel tom Dod , un uns ' Grenadier mit dat hölten Swert schull em den Kopp affhauen .	1
Abends in de Schummertied plegg he sik dar gern rantosetten un allerhand Stückschen hertoklimpern , de em so i n't Gedächtnis keemen .	1
David owwer was wane guët ângeseihn in ganz Israel un stont in hougem Rouhme .	0
hier liggt en groot Unrecht .	1
is Reineke wiér tau Gnaden kommen , Brük't hei jéigliéke Kunst , uns alle drei te verdiarwen .	0
Hüsterlo nennet dei Lüe Jéinen Drust , wo Simonet lange , dei Krumme , siék opholl , Falske Münze te schlaén met sinen verwiagnen Gesellen .	0
dat würr Harvst , un dat würr Winter .	1
twäi harre de Katte opfriäten , Drei harren d ’ n Afschäid vergiäten , Ok ’ t Weysken was keylen do gohn .	0
de paar Schosters harrn to Middag utverköfft , de Küper weer sin Bütten un Ammers los , un en paar annere Handwarkers harrn ok all to Hus föhren un ehr Geld tellen kunnt .	1
ick neähme de Akest mier un dann helpe ick Dey ! ''	0
owwer düetmaol , dao drüewet iëhrt dei Büüte un dat Veih füör ink behollen .	0
`` Jä , dät sütt ge nöi wirklek nit gutt öit .	0
„ Et maut mie Alles rein sien ! “ – Et giät viäle Wiewer , dei ok immer siät : „ et maut mie Alles rein sien ! “ ; sei glieken owwer ganz jener Frau , dei ens eene im Schmandpotte ümmegekuommene Ratte an iährem langen Stiärte packede un heruttog , dann den Schmand met den Fingern wiär gehöärig aftriäppede un in den Pott bie den andern Schmand fallen leit , un dobie ok saggte : „ et maut mie Alles rein sien !	0
sou sollt iëhrt ân düesem Bruke faste hollen , ouk wann iëhrt in dat Land küemmet , dat de Häär ink tau'eluowet hiät .	0
de Deern kreeg garnix i n't Gnick ; awer Hans Jochen kreeg to Wiehnachtabend en nagelnien Kittel .	1
ower at eck schon tom Ânfangk sagg ’ : dat was inne annere Tîd , in ´nem anneren Land .	0
sei pocken Derwe iahn endliék éinmol und ruckern dat Fell iahm tehoupe ; Doch hei rettere siék un lait uns éin Wielken in Rugge .	0
vi hett van iëhme 'haort , wat hei in Ägypten 'edaon hiät un ouk alles , wat hei met diän bei'en Amoriter-Küönigen giëssît vam Jordan 'emaket hiät , met Sihon van Heschbon un Küönig Og van Baschan , dä in Aschtarot Regente was .	0
villichts kann me blouß twüntig dao fingen. « Guott saġġe : » Iëck well se nit verdiärwen , üm diär twüntig willen. « Abraham saġġe : » Min Guott un Häär , sî mi nit böüse , wann iëck nuoch maol küere .	0
„ Chunn Dach !	0
– De Köster , laiwe Leiseken , de Köster , Kuckelkuiseken ; kuem , slop deu bi mei !	0
beschedde se de Bur .	0
se harrn Valentin Heins dörchmakt un de » Schatzkammer « mit Algebra un Geometrie .	1
O dat weer ja to schön !	1
de Kulengrawer kummt an sien Huus un kloppt an , Awens Klock tein .	1
dann owwer , am siëwenten Dage , hiät hei siëck 'eresset .	0
laat em , he is besapen ! «	1
» Aha , Di sünd de Prozenten to hooch !	1
komm man rin na Köök , ik back Di en Pannkoken , de Di ok blied ansüüt , un achterna gift 't en kralle Taß Kaffi ! «	1
un sei gongen éin Wielken tehoupe , do fouhl dei Schlange Arigen Hunger , sei schout op dian Mann un woll iahn awwürgen , Iahn vertiahren .	0
– – Dat et owwer sowiet kuommen müöge , dovüör mag uns der leiwe Goadd düörch siene allwiese Füörsoarge beheuen !	0
» Hebben Se schreben ? «	1
et wor all dunkel , do wören dai drai noch flyitig an iährer Arbeut .	0
hai kucket gwiß no ‘ m Hiemelszelt .	0
Wei magg verwiagen genaug sin , Liew un Liawen te wogen üm diésen Halunken ?	0
» Hei es duoch inke Guott .	0
» Ach Du Unschuld ! « lach Elsbe .	1
bi dat tweete harrn se ok keen Glück .	1
dann heww iek füör mi saggt : „ Niu goihste nao me fuinem Geschäft Enders füör Hiusholtswaren un kuikest maol , vlichte gieet joa näo Hümmekes imme Hannel te käopen .	0
awer de bleev ok nich a n't letzte Bott sitten ; denn so üm Kaffeetied weer Een mit 41 dar un noch darto en Herr , de garnich veel kegelt harr , de also nich mal to de Zünftigen un Vullberechtigten tellt würr .	1
ik wull mal wat un harr mi in Gedanken en groot Sloß buut , un nu kommt en Kinnerhand un sleit allens in Schörren un Stücken. «	1
so steeg ik denn middags in de Onibus .	1
he pack sik twee Hangelkörv vull , hak sik en Dracht öwer de Nack , so dat up jede Sied en Korf mit föftein Pund hüng ' .	1
Jaël owwer , dat Wîf van Heber , nahm en Teltplock un en Hâmer in de Hand un gongk ganz sachte duorne bi Sisera .	0
allenthalwen wören Schützenfäste , Kiärmissen , Dierschaufäste , Märkede , Hochteyen , Kinddaupen .	0
» Is ok so recht un mi ganz willkamen ! «	1
bo hai se wiäg harre , saggte füar seynen Brauer : „ Vey wellt mol tiusken .	0
et Louhne Guatt Au dei Milde !	0
dai matt awwer Platt nau lehren , dät härr iek doch viel te geren .	0
de Knecht stont daoniäwen un saġġe nicks un käik diäm Wecht bîm Hantäiërn tau .	0
Krieg tüschen Juda un Israel	0
Doorheit !	1
Isegrim zéig 're siék wild un grimmig , reck 're dei Tatzen , Kam dohiar met uapenem Mul un gewaltigen Sprüngen .	0
dao liëtt duoch dat ganze Land vüör di !	0
do schloug dat Karnickel Hastig iahm üewer dat Mul , et blorren dei Schlewwen un Tiahne .	0
datt börse Mensche riep : - Och froch doch nitt Märdchen .	0
do sagte dei klauke Reineke : höret miék recht !	0
he günn dat sin lütt Spelkamerad , Lof un Lev , se harr't je verdeent .	1
„ Wat is dat wyier füör ne Sugeryi op myime Täller ? “ saggte hai .	0
sind sei blous üewer diar Êre , sou is noch Huapnung te scheppen .	0
du sass alle Naokuommen van Ahab ümbrängen un teäiërs dinen Häären , diän Küönig !	0
„ Dou , kuëmm maol hiär !	0
ok de Armoot schall darbi ween un schall eer Maaltiet hebben. «	1
dousende van Menschen wett in düësem gewaoltigen Füüëruowen verbrannt .	0
„ Jau , jau , use Vatter saggte löiter : ‚Et Hennelegen is et Wierkreygen ’ . ''	0
as Dümlink iättlike Jaor aolt was , drapp et sik ens , dat sin Mor dem Var en Buetter nao ́m Felle schicken woll un nümmesen hadde , dai et henbrengen konn .	0
» Wi wüllt uns ni striden , Herr Paster « , böög Klaas af , » ik heff vondaag al en beetjen deep in ' n Bottel keken un snack sach dumm Tüüch !	1
se fünnen , dät an d ’ r Wand iuter d ’ m ellecktresken Knäupe noch ’ n Waterkriähnken was .	0
diu wes dey niähmen dät Regeyne ?	0
do erhohrde sei Guatt un sandte dian Stuarch , dei beständiék Sei verfolget un haß't un keinen Frieden gewähret .	0
dao verkoffte se de Häär in dei Hand van Jabin , dat was de Küönig van Kanaan , dä in Hazor residäiëre .	0
den annern Morgen stünn ' Trina dat Husmäten alleen in Mdam Maaß ehr beste Stuv un mök vör luter Lachen ümmer as de Soldaten up ' n Kasernhoff Rumpbögen un strecken , dat de Papagei weg , dat Bild von de Wand folln , de Fotborrn vull Schramm ' weer , as wenn de Jungs up't Is Strittschoh lopen harrn , un de beste Stuv utseeg as de Bod von en Oldköper .	1
dar muß man mal na Dresden kam un de Gallerie sehn .	1
darum keem't , dat so wenig Püttjers old woorn , un wat man op ' e Straat , to Kark oder op ' e Kegelbahn seeg , dat weern meist all junge Lüüd in de besten Jahren , oft herrliche Gestalten .	1
» Wat schall de Snack , Paul Struck , rut darmit ! « reep Maren mit en drang Gesicht .	1
syeker nit ; yek segge blaut : gans unmüeglich kann yek riuken , Wo se könnt ne Bahn guet briuken ; Dofiär is dät Land de graut .	0
so ' n Spinnfaden toritt de Wind , de över Koppel un Stoppel geit , aver mit de Leev is dat anners : de warrt dörch Storm un Unweder man ümmer starker .	1
» Moder hett anspannen laten un is utföört « , seggt de lütt Kruuskopp en beetjen benaut , denn in 't Kantoor mag de Vader ni geern dat Görenvolk hebben .	1
de Schiämere dräif altemolen ’ t häite Blaut in ’ t Gesichte un ’ n kallen Swäit op de Blesse .	0
vey drapen us Sunndages taum Doppelkopp spiélen un äk sä .	0
uns ' Herrgott hett en groot Erbarmen , veel gröter as wi verstaan köönt , för all de arm Selen , de flunklaam un an alle Leden tobraken em to Föten störrt .	1
dat beste , Klaas , wat wi doon köönt , is sach : fast op ' n Posten staan , de uns nu mal anwiest is .	1
glückliékerwiese réit iék miék loss , un do iék sou licht sin , Konn iék entspringen ; hei knurrde mi no un schwuar , miék te fingen .	0
» Man still , Trina ! « begöösch Anna , » Geschen glöövt dat sülben nich , se maakt man Spaaß .	1
et was Tüen , dai dat däoe Miaken entdeckere .	0
dai dickeste , dai blanke reype , giet gewiß ne Mutzepeype .	0
do frögg 're dei Schlange siék höigliék : nu , iék häwwe dian Sieg !	0
hei leit 'ne op diär Stîe stiärwen .	0
owwer bao Sunne es , dao es auk Schadden .	0
Gröiliék soh sei miék ân .	0
rop Hans Jochen mal , dat is ja den Hund sin beste Fründ. «	1
as ik awer noch to Schol güng , seet linker Hand neben mi en Jung mit Namen Peter , de harr damals all en ganz staatschen Haken , so dat eenige Lüd , de sin ' Tonamen nich wüssen , em » Peter mit de Näs ' « nömten .	1
Näi , ouk unse Dîers mott metgaohn !	0
wo weer de Jung ?	1
dat weer so still , dat man en Mus in dat Reedgras gnabbeln hören kunn .	1
as se em de Büx von de Been hölp , kreeg se awer to sehn , dat de nie Pingstbüx ganz grön weer un en grote Ratsch harr .	1
» Weeten Se , ik günn ' disse vörnehmen Lüd gern en Platz un sogar de schönsten Plätz up de Welt , dar an de Elv , an de See , in de Anbargen , awer hier i n't ole Buernland paßt se nich rin .	1
Klaas un Cillja maken würklich Hochtiet , aver man ganz still .	1
Siet den Larm mit Elsbe Suhr harrn he un Cillja dat heel wichtig mit 'nanner un huken veel tosamen .	1
angeln , Metten und all das andere habe ich bei mir .	1
Zauët ink , dann driäppet iëhrt 'ne nuoch. « Dei bei'en göngen widder nao diär Stâdt roppe .	0
Klaas hoß wedder .	1
un en guart Hiärte harre se äuk ; me wußte nit , bat de eygenen un bat de Staifkinner woaren .	0
sai awwer matt liuter der ächterhiär .	0
hei liäwere in diär Wäuste Paran , un sine Mouder huollere iëhme 'ne Frau ut Ägypten .	0
as dei Sunne dialgongk , wäären se in diär Nöchte van Gibea im Lanne vam Stamme Benjamin .	0
dai harr ’ ne Dochter , dai sog iut ärr ’ Miälke un Blaut un dobyi harr ’ sai ock eunige diusend Dahler Geld .	0
un wu leiw Ih miék hätt , dat wollt Ih , gloiw ' iék , bewiesen , Wann Ih min Anseihn schmäht un mine Deiners beschädigt .	0
dat Wiär bûten schickere en Pûst van Sunne un Summer .	0
endlich heel de Wagen in Steenholt vör Döör .	1
aver nu kamen Se bald rin ; dat Se hier alleen rümbistert , fallt op ! « Se see dat lies un rasch un maak denn dat Finster wedder to .	1
de verlorene Schnaps	0
iëhrt Hössen van Gilboa , iëck verflauke ink !	0
» Na , Jochen mag geern brüden , dat weetst Du jo « , begöösch Mariken .	1
singet me sou bi Huawe taum Iaten ?	0
de Pastauer woll sinen Kopp düörsetten , män de Presbyters hett sick op de Läxe stüttet un iähm üöwwerstemmt .	0
aver wat schall man sik ok üm so ' n narrschen Keerl quelen ?	1
nu wouë Bascha Küönig üöwwer Israel .	0
nu deijiännigen Böme , dei siege bliewet , hewt wiänniger Gefoahr , un dei Strüke bruket fast gar nit bange te sien .	0
dao haorde hei op äinmaol dei Stemme van diäm Häären : » Elija , wat makes du hî ? « Elija antwuorre : » Iëck hewwe mi miëck 'eplaoget füör diëck , min Häär un Guott , wil dat dei Israeliten dinen Bund verlaoten , dine Altäöre terbruocken un dine Prophäiten dout 'eschlaon hett .	0
do sind se : äine , twäi , Niu je ein Pännig trügge. “ D ’ n Jungens laip dät Water all Vam Koppe uewer ’ n Rügge .	0
Wei hiat Au hiarraupen , Hie uns gruaw te begiég'nen ?	0
Suih iät , biu häller ’ t iäne duen !	0
lôt't uns no Schwoben entiel ' n !	0
iëck mağğ diëck sou as minen Vâer !	0
denn se schreev allens an , wat se in de Huushooln an baar Geld inneem un utgeev , Melk un Botter , Broot , Speck un Fleesch , wat maakt waar un bruukt un versleten , den Pries för Koorn , Appeln un Beern , för Vee un allens , wat verköfft waar .	1
mit en kreevroden Kopp sprung Hannes an den Wagen ran un strakel sien Grootmoder de Hand .	1
» Schaam Di wat , Neels ! « schull Mariken .	1
» Ik heff dat kamen seen « , dat weer allens , denn froog se : » Wat wullt Du nu doon ? «	1
dat kann Gold , Silwer , owwer ouk Bronze sin , Blaoë , rouë un karmesinrouë Wulle , Lînewand un Hippenhaor , rout in'efiärwete Widderfelle , Delfinenfelle , Akazienholt , Uolge füör dei Löchten un anner Bîwiärk , dat guët rüüket , füör dat Uolge tam Salwen un dat Röükerwiärk te maken .	0
